sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
GO;ARAGARÇAS;Prefeito;17;CIRLEI DE ARAUJO COSTA;PSL;PSL;Não eleito;CENTRO-OESTE;178
GO;ARAGARÇAS;Prefeito;20;GIRLEY GOMES COELHO;PSC;PTB / PV / PSC;Não eleito;CENTRO-OESTE;1518
GO;ARAGOIÂNIA;Prefeito;10;DANILO IGOR DE OLIVEIRA RIOS;REPUBLICANOS;REPUBLICANOS;Não eleito;CENTRO-OESTE;217
GO;ARAGOIÂNIA;Prefeito;15;LEO ANTONIO DE ALMEIDA;MDB;MDB;Não eleito;CENTRO-OESTE;1145
GO;ARAGOIÂNIA;Prefeito;20;FERNANDA OLIVEIRA CAETANO RIOS;PSC;DEM / PSC;Não eleito;CENTRO-OESTE;959
GO;ARAGOIÂNIA;Prefeito;27;ALESSANDRO ALVES DE MOURA;DC;DC;Não eleito;CENTRO-OESTE;90
GO;ARAGOIÂNIA;Prefeito;40;LUIZ ANTONIO RODRIGUES;PSB;PTB / PSB / SOLIDARIEDADE;Não eleito;CENTRO-OESTE;1916
GO;ARAGOIÂNIA;Prefeito;45;JOSE GARCIA DE SOUZA;PSDB;PP / PATRIOTA / PSDB;Eleito;CENTRO-OESTE;2313
GO;ARAGUAPAZ;Prefeito;17;FAUSTO BRITO LUCIANO;PSL;PSL / PSDB;Não eleito;CENTRO-OESTE;1197
GO;ARAGUAPAZ;Prefeito;25;GABRIEL FORNIELES MOREIRA;DEM;PP / PSC / DEM / PTC;Eleito;CENTRO-OESTE;2142
GO;ARAGUAPAZ;Prefeito;55;FRANCISCO DEURISTOM GONÇALVES DA SILVA;PSD;PSD;Não eleito;CENTRO-OESTE;1646
GO;ARAÇU;Prefeito;55;MILTON LEMES DE PAULA;PSD;DEM / PSD / PSB / MDB / PSL;Eleito;CENTRO-OESTE;2740
GO;ARENÓPOLIS;Prefeito;19;DELMIRO DE OLIVEIRA CANO;PODE;PODE / PTB;Eleito;CENTRO-OESTE;1545
GO;ARENÓPOLIS;Prefeito;25;OVARCI VILELA FARIA;DEM;DEM / PSC;Não eleito;CENTRO-OESTE;1329
GO;ARUANÃ;Prefeito;17;JOSE DIVINO GALIZA;PSL;PSL;Não eleito;CENTRO-OESTE;157
GO;ARUANÃ;Prefeito;19;PAULO SILVA GOMES;PODE;PODE;Não eleito;CENTRO-OESTE;125
GO;ARUANÃ;Prefeito;23;LAÉCIO PINHEIRO DE SOUZA;CIDADANIA;CIDADANIA / DEM;Não eleito;CENTRO-OESTE;1933
GO;ARUANÃ;Prefeito;45;HERMANO DE CARVALHO;PSDB;PSD / PSDB;Eleito;CENTRO-OESTE;2531
GO;AURILÂNDIA;Prefeito;12;RUBENS BATISTA DE QUEIROZ;PDT;PROS / PP / PSB / PDT;Não eleito;CENTRO-OESTE;914
GO;AURILÂNDIA;Prefeito;22;MARIA APARECIDA MAGALHAES FURTADO MACEDO;PL;PT / PL;Eleito;CENTRO-OESTE;1022
GO;AURILÂNDIA;Prefeito;25;JAIME DE MENEZES ROCHA;DEM;DEM / PODE;Não eleito;CENTRO-OESTE;711
GO;AVELINÓPOLIS;Prefeito;25;ELIETY RODRIGUES PEREIRA;DEM;PSL / DEM;Não eleito;CENTRO-OESTE;1377
GO;AVELINÓPOLIS;Prefeito;40;ADRIANO DE ARAÚJO;PSB;REPUBLICANOS / PSB;Eleito;CENTRO-OESTE;1390
GO;BALIZA;Prefeito;11;MARCOS RODRIGUES COSTA;PP;MDB / PP;Não eleito;CENTRO-OESTE;982
GO;BALIZA;Prefeito;25;FERNANDA NOLASCO VANDERLEY OLIVEIRA;DEM;SOLIDARIEDADE / PT / DEM / CIDADANIA;Eleito;CENTRO-OESTE;1356
GO;BARRO ALTO;Prefeito;15;ÀLVARO MACHADO DE FREITAS;MDB;MDB / PATRIOTA / PSL / PODE / DEM;Eleito;CENTRO-OESTE;4029
GO;BARRO ALTO;Prefeito;45;ANTONIO LUCIANO BATISTA DE LUCENA;PSDB;PTB / PSDB;Não eleito;CENTRO-OESTE;3633
GO;BELA VISTA DE GOIÁS;Prefeito;11;NÁRCIA KELLY ALVES DA SILVA;PP;MDB / PSL / PSDB / AVANTE / PP / PL / PT / PODE;Eleito;CENTRO-OESTE;9033
GO;BELA VISTA DE GOIÁS;Prefeito;20;EURIPEDES JOSE DO CARMO;PSC;PSC / PRTB / PDT / PSD / DEM / REPUBLICANOS;Não eleito;CENTRO-OESTE;7266
GO;BELA VISTA DE GOIÁS;Prefeito;27;VALTEIR FERREIRA AROEIRA;DC;DC;Não eleito;CENTRO-OESTE;51
GO;BOM JARDIM DE GOIÁS;Prefeito;11;SUAIL MARTINS GONCALVES;PP;PP;Não eleito;CENTRO-OESTE;138
GO;BOM JARDIM DE GOIÁS;Prefeito;25;ODAIR SIVIRINO LEONEL;DEM;PTC / PSB / DEM / PODE;Eleito;CENTRO-OESTE;2864
GO;BOM JARDIM DE GOIÁS;Prefeito;55;CLEUDES BERNARDES DA COSTA;PSD;PSD / MDB;Não eleito;CENTRO-OESTE;2663
GO;BOM JESUS DE GOIÁS;Prefeito;13;SAMUEL CUENCA;PT;PT;Não eleito;CENTRO-OESTE;148
GO;BOM JESUS DE GOIÁS;Prefeito;15;FERNANDO LUIS PEREIRA OLIVEIRA;MDB;MDB / PSC / PODE;Não eleito;CENTRO-OESTE;5923
GO;BOM JESUS DE GOIÁS;Prefeito;25;ADAIR HENRIQUES DA SILVA;DEM;SOLIDARIEDADE / DEM / PP / PL / PSD;Eleito;CENTRO-OESTE;6224
GO;BONFINÓPOLIS;Prefeito;23;KELTON PINHEIRO;CIDADANIA;CIDADANIA / PSC / PP;Eleito;CENTRO-OESTE;3534
GO;BONFINÓPOLIS;Prefeito;25;ACILIO ALVES DE AMORIM JUNIOR;DEM;PSL / DEM;Não eleito;CENTRO-OESTE;478
GO;BONFINÓPOLIS;Prefeito;55;ROSENILDA MARIA DE SOUZA BEZERRA;PSD;PSD / PODE;Não eleito;CENTRO-OESTE;1174
GO;BONÓPOLIS;Prefeito;17;DIEGO BARBOSA RESENDE;PSL;PSL;Não eleito;CENTRO-OESTE;125
GO;BONÓPOLIS;Prefeito;23;VERA LÚCIA IZÍDIO VIEIRA PASSOS;CIDADANIA;CIDADANIA;Não eleito;CENTRO-OESTE;1031
GO;BONÓPOLIS;Prefeito;25;DEOCLECIANO ARAUJO DE LIRA;DEM;PODE / DEM;Eleito;CENTRO-OESTE;1732
GO;BRAZABRANTES;Prefeito;11;WASHINGTON FERREIRA DA COSTA;PP;DEM / PP;Não eleito;CENTRO-OESTE;765
GO;BRAZABRANTES;Prefeito;20;JOSEILE FARIAS DE MENDONÇA;PSC;MDB / PSC / PRTB / PTB / CIDADANIA / PSD;Não eleito;CENTRO-OESTE;900
GO;BRAZABRANTES;Prefeito;45;JOSÉ TOMÉ CORREIA FILHO;PSDB;PSDB;Eleito;CENTRO-OESTE;1034
GO;BRITÂNIA;Prefeito;25;MARCONNI PIMENTA DA SILVA;DEM;CIDADANIA / DEM;Eleito;CENTRO-OESTE;2462
GO;BRITÂNIA;Prefeito;45;RIVADAVIA JAIME JUNIOR;PSDB;MDB / PP / PODE / PL / PSD / PSDB;Não eleito;CENTRO-OESTE;1303
GO;BURITI ALEGRE;Prefeito;11;JOÃO ALFREDO DE MELLO NETO;PP;PP / PL / DEM;Não eleito;CENTRO-OESTE;1743
GO;BURITI ALEGRE;Prefeito;15;ANDRE DE SOUSA CHAVES;MDB;MDB / PSDB;Eleito;CENTRO-OESTE;3241
GO;BURITI ALEGRE;Prefeito;20;GARIBALDO FERREIRA DE SANTANA NETO;PSC;PSC / PSD;Não eleito;CENTRO-OESTE;245
GO;BURITI ALEGRE;Prefeito;28;FÉLIX APARECIDO ALVES;PRTB;CIDADANIA / PODE / PRTB / PDT;Não eleito;CENTRO-OESTE;788
GO;BURITI ALEGRE;Prefeito;51;FRANCISCO DE ASSIS PINHO MAIA;PATRIOTA;PATRIOTA;Não eleito;CENTRO-OESTE;42
GO;BURITI DE GOIÁS;Prefeito;11;EDMAR BORGES DE LIMA;PP;PSDB / PP;Não eleito;CENTRO-OESTE;1020
GO;BURITI DE GOIÁS;Prefeito;12;ELIES ALVES PINTO;PDT;PDT;Não eleito;CENTRO-OESTE;470
GO;BURITI DE GOIÁS;Prefeito;25;ÁTILA RÚBIA DE DEUS;DEM;DEM;Eleito;CENTRO-OESTE;1460
GO;BURITINÓPOLIS;Prefeito;13;ADÃO CARLOS PEREIRA DA SILVA;PT;PT;Não eleito;CENTRO-OESTE;210
GO;BURITINÓPOLIS;Prefeito;23;MARCILENE BATISTA DE BRITO COSTA;CIDADANIA;PODE / CIDADANIA;Não eleito;CENTRO-OESTE;874
GO;BURITINÓPOLIS;Prefeito;25;ANA PAULA SOARES DOURADO;DEM;DEM / PDT;Eleito;CENTRO-OESTE;1702
GO;CABECEIRAS;Prefeito;11;LUIZ CARLOS INÁCIO FERREIRA;PP;PTB / PP / PSDB / PODE;Não eleito;CENTRO-OESTE;2018
GO;CABECEIRAS;Prefeito;12;EVERTON FRANCISCO DE MATOS;PDT;PDT / DEM / PROS / PSB / PSD;Eleito;CENTRO-OESTE;3577
GO;CACHOEIRA ALTA;Prefeito;12;RODRIGO MIRANDA MENDONÇA;PDT;PDT / PODE;Eleito;CENTRO-OESTE;2575
GO;CACHOEIRA ALTA;Prefeito;17;GILTON ROSA RODRIGUES;PSL;PSL;Não eleito;CENTRO-OESTE;122
GO;CACHOEIRA ALTA;Prefeito;25;ADELMO BARBOSA SEVERINO;DEM;PP / PSB / DEM;Não eleito;CENTRO-OESTE;1460
GO;CACHOEIRA ALTA;Prefeito;55;EVANDRO DE AZEVEDO PAGANINI;PSD;PATRIOTA / PSD / AVANTE;Não eleito;CENTRO-OESTE;2145
GO;CACHOEIRA DE GOIÁS;Prefeito;11;GERALDO ANTÔNIO NETO;PP;PSC / PSDB / CIDADANIA / PP;Eleito;CENTRO-OESTE;899
GO;CACHOEIRA DE GOIÁS;Prefeito;25;BELMIRO ALVES RODRIGUES;DEM;PDT / DEM;Não eleito;CENTRO-OESTE;787
GO;CACHOEIRA DOURADA;Prefeito;10;NATALIA CAMARDELLI CAJAZEIRA PRATES;REPUBLICANOS;REPUBLICANOS;Não eleito;CENTRO-OESTE;2123
GO;CACHOEIRA DOURADA;Prefeito;15;RODRIGO RODRIGUES ALMEIDA;MDB;MDB / PP;Eleito;CENTRO-OESTE;2130
GO;CACHOEIRA DOURADA;Prefeito;17;GLACIEL DE SOUZA ANDRADE;PSL;PSL / PODE;Não eleito;CENTRO-OESTE;864
GO;CACHOEIRA DOURADA;Prefeito;22;PAULO ROBERTO FERNANDES BRITO;PL;PL;Não eleito;CENTRO-OESTE;49
GO;CACHOEIRA DOURADA;Prefeito;25;LUCIANO MARQUES SILVA;DEM;DEM;Não eleito;CENTRO-OESTE;263
GO;CACHOEIRA DOURADA;Prefeito;90;REGINALDO COSTA SANTOS;PROS;PROS;Não eleito;CENTRO-OESTE;102
GO;CAIAPÔNIA;Prefeito;11;CAIO DE SOUSA PEREIRA LIMA;PP;PSDB / PP / REPUBLICANOS;Não eleito;CENTRO-OESTE;1979
GO;CAIAPÔNIA;Prefeito;15;WALÉRIO RODRIGUES DOS SANTOS;MDB;MDB / PTC;Não eleito;CENTRO-OESTE;1893
GO;CAIAPÔNIA;Prefeito;17;ADÃO NAZIR MARTINS SILVA FILHO;PSL;PSL;Não eleito;CENTRO-OESTE;213
GO;CAIAPÔNIA;Prefeito;25;ARGEMIRO RODRIGUES SANTOS NETO;DEM;PSD / DEM / PL / SOLIDARIEDADE / PDT;Eleito;CENTRO-OESTE;4472
GO;CAIAPÔNIA;Prefeito;40;JURANDYR CÂNDIDO JUNIOR;PSB;PT / PSB;Não eleito;CENTRO-OESTE;1180
GO;CAIAPÔNIA;Prefeito;51;JÚNIOR CÉSAR BATISTA DE ALMEIDA;PATRIOTA;PATRIOTA;Não eleito;CENTRO-OESTE;107
GO;CAIAPÔNIA;Prefeito;70;GUTEMBERG NASCIMENTO DUARTE;AVANTE;AVANTE;Não eleito;CENTRO-OESTE;67
GO;CALDAS NOVAS;Prefeito;10;KLEBER LUIZ MARRA;REPUBLICANOS;PSC / REPUBLICANOS / PTB / PRTB;Eleito;CENTRO-OESTE;27099
GO;CALDAS NOVAS;Prefeito;17;CARLOS EDUARDO BELELI;PSL;DEM / PSL / PP;Não eleito;CENTRO-OESTE;4027
GO;CALDAS NOVAS;Prefeito;90;EVANDO DIVINO DA CRUZ;PROS;DC / PSB / PROS / PC do B;Não eleito;CENTRO-OESTE;2518
GO;CALDAZINHA;Prefeito;20;SOLANGE MARIA GOUVEIA CASTRO;PSC;PSC / PDT;Eleito;CENTRO-OESTE;1566
GO;CALDAZINHA;Prefeito;25;OGUIMAR JOSÉ VICENTE;DEM;DEM;Não eleito;CENTRO-OESTE;747
GO;CALDAZINHA;Prefeito;28;DENES ANTONIO TAVEIRA DE SOUSA;PRTB;PRTB;Não eleito;CENTRO-OESTE;266
GO;CAMPESTRE DE GOIÁS;Prefeito;12;FABIANO QUEIROZ CAPUZZO;PDT;PDT / DEM / MDB;Eleito;CENTRO-OESTE;2482
GO;CAMPESTRE DE GOIÁS;Prefeito;17;WÂNIA CORREA DE ARAUJO OLIVEIRA;PSL;PSL;Não eleito;CENTRO-OESTE;637
GO;CAMPINAÇU;Prefeito;13;ODAIR OLEGARIO DE LIMA;PT;PT;Não eleito;CENTRO-OESTE;17
GO;CAMPINAÇU;Prefeito;22;DOUGLAS ADYEL RIBEIRO DE FARIA;PL;PL / DEM;Eleito;CENTRO-OESTE;1749
GO;CAMPINAÇU;Prefeito;40;WELITON FERNANDES RODRIGUES;PSB;PSB / CIDADANIA;Não eleito;CENTRO-OESTE;1420
GO;CAMPINORTE;Prefeito;10;CHARLLES BRUNO BORGES MIRANDA;REPUBLICANOS;REPUBLICANOS / PRTB / SOLIDARIEDADE / PSDB / PSD;Não eleito;CENTRO-OESTE;1540
GO;CAMPINORTE;Prefeito;17;CLEOMAR MARTINS DE ARAÚJO;PSL;PSL / PL / MDB;Eleito;CENTRO-OESTE;2664
GO;CAMPINORTE;Prefeito;19;SEBASTIÃO ELOI DOS SANTOS;PODE;PODE / PDT / AVANTE;Não eleito;CENTRO-OESTE;1857
GO;CAMPINORTE;Prefeito;25;AVAILTON CANDIDO VIEIRA;DEM;DEM;Não eleito;CENTRO-OESTE;697
GO;CAMPO ALEGRE DE GOIÁS;Prefeito;11;JOSÉ ANTONIO NETO SIQUEIRA;PP;PP / MDB / CIDADANIA;Eleito;CENTRO-OESTE;2429
GO;CAMPO ALEGRE DE GOIÁS;Prefeito;19;EULER GUIMARÃES E SILVA;PODE;PODE / DEM;Não eleito;CENTRO-OESTE;1789
GO;CAMPO LIMPO DE GOIÁS;Prefeito;17;ITAIR NUNES DE LIMA JUNIOR;PSL;PSL / CIDADANIA;Não eleito;CENTRO-OESTE;1389
GO;CAMPO LIMPO DE GOIÁS;Prefeito;19;OTACILIO GOMES DE MORAIS;PODE;PODE;Não eleito;CENTRO-OESTE;110
GO;CAMPO LIMPO DE GOIÁS;Prefeito;25;GRACIELE MARTA DO NASCIMENTO;DEM;DEM / SOLIDARIEDADE / REPUBLICANOS / PP / PSC;Eleito;CENTRO-OESTE;3239
GO;CAMPOS BELOS;Prefeito;12;AUROLINO JOSE DOS SANTOS NINHA;PDT;PODE / PDT;Não eleito;CENTRO-OESTE;2586
GO;CAMPOS BELOS;Prefeito;17;LEANDRO MUNIZ RIBEIRO;PSL;PSL;Não eleito;CENTRO-OESTE;337
GO;CAMPOS BELOS;Prefeito;22;WESLEY BARBOSA DE OLIVEIRA;PL;PL;Não eleito;CENTRO-OESTE;205
GO;CAMPOS BELOS;Prefeito;25;CARLOS EDUARDO PEREIRA TERRA;DEM;REPUBLICANOS / CIDADANIA / PTB / DEM;Não eleito;CENTRO-OESTE;3240
GO;CAMPOS BELOS;Prefeito;55;PABLO GEOVANNI MOREIRA BATISTA;PSD;PP / PT / DC / PSD;Eleito;CENTRO-OESTE;4087
GO;CAMPOS VERDES;Prefeito;15;HAROLDO NAVES SOARES;MDB;PTB / MDB / CIDADANIA / DEM / SOLIDARIEDADE;Eleito;CENTRO-OESTE;2175
GO;CAMPOS VERDES;Prefeito;28;RONALDO DO NASCIMENTO LIMA;PRTB;PRTB;Não eleito;CENTRO-OESTE;11
GO;CAMPOS VERDES;Prefeito;90;ELANE APARECIDA GARCIA LEÃO CORREA;PROS;PROS;Não eleito;CENTRO-OESTE;1147
GO;CARMO DO RIO VERDE;Prefeito;19;GERALDO DOS REIS OLIVEIRA;PODE;PODE / MDB / DEM;Eleito;CENTRO-OESTE;2937
GO;CARMO DO RIO VERDE;Prefeito;22;MARCOS ANTÔNIO ALVES;PL;PL / PP;Não eleito;CENTRO-OESTE;2804
GO;CASTELÂNDIA;Prefeito;15;MARCOS ANTONIO CARLOS;MDB;SOLIDARIEDADE / MDB;Eleito;CENTRO-OESTE;1713
GO;CASTELÂNDIA;Prefeito;55;EDNALDO ANDRADE MIGUEL;PSD;PSD;Não eleito;CENTRO-OESTE;1590
GO;CATALÃO;Prefeito;13;SEBASTIAO JOSE CARDOSO;PT;PT;Não eleito;CENTRO-OESTE;545
GO;CATALÃO;Prefeito;15;ELDER GALDINO PEREIRA;MDB;PRTB / PL / REPUBLICANOS / SOLIDARIEDADE / PTC / MDB;Não eleito;CENTRO-OESTE;14356
GO;CATALÃO;Prefeito;17;ANDRÉ RIBEIRO BORGES MARQUES;PSL;PSL;Não eleito;CENTRO-OESTE;1546
GO;CATALÃO;Prefeito;19;ADIB ELIAS JUNIOR;PODE;PODE / PP / PTB / PDT / PSC / PROS / PSD / PSB / DEM;Eleito;CENTRO-OESTE;28984
GO;CATALÃO;Prefeito;45;GUSTAVO KOPPAN FAIAD SEBBA;PSDB;PSDB / PV / AVANTE;Não eleito;CENTRO-OESTE;4869
GO;CATURAÍ;Prefeito;17;FLAVIO ZEFERINO DA SILVA;PSL;PP / PSL;Não eleito;CENTRO-OESTE;1160
GO;CATURAÍ;Prefeito;43;MARCELO FERNANDO RANULFO;PV;PV;Não eleito;CENTRO-OESTE;46
GO;CATURAÍ;Prefeito;55;MURILO MOREIRA TELES VALIM;PSD;REPUBLICANOS / PSD / PSDB / MDB;Não eleito;CENTRO-OESTE;1070
GO;CATURAÍ;Prefeito;77;DIVINA APARECIDA ZAGO SOUSA;SOLIDARIEDADE;PROS / CIDADANIA / DEM / SOLIDARIEDADE;Eleito;CENTRO-OESTE;1365
GO;CAVALCANTE;Prefeito;12;CELIARA CRISTINA COSTA;PDT;PDT;Não eleito;CENTRO-OESTE;486
GO;CAVALCANTE;Prefeito;13;ANTÔNIO CARLOS PIRES FERREIRA;PT;PT;Não eleito;CENTRO-OESTE;129
GO;CAVALCANTE;Prefeito;14;SUZIDARLEY NUNES BANDEIRA;PTB;PTB;Não eleito;CENTRO-OESTE;1511
GO;CAVALCANTE;Prefeito;15;JOÃO PEREIRA DA SILVA NETO;MDB;MDB / PP / PL;Não eleito;CENTRO-OESTE;560
GO;CAVALCANTE;Prefeito;23;WESLEY FERREIRA DA SILVA;CIDADANIA;CIDADANIA / PSDB / PSL;Não eleito;CENTRO-OESTE;104
GO;CAVALCANTE;Prefeito;25;LUIZ HENRIQUE DA SILVA MOREIRA;DEM;DEM;Não eleito;CENTRO-OESTE;711
GO;CAVALCANTE;Prefeito;40;VILMAR SOUZA COSTA;PSB;PSB / PSD;Eleito;CENTRO-OESTE;1959
GO;CAVALCANTE;Prefeito;70;PEDRO SEABRA GUIMARÃES;AVANTE;AVANTE;Não eleito;CENTRO-OESTE;31
GO;CAÇU;Prefeito;15;ANA CLAUDIA LEMOS OLIVEIRA;MDB;PTB / DC / MDB / PP / AVANTE;Eleito;CENTRO-OESTE;3632
GO;CAÇU;Prefeito;23;GILMAR JOSE DE FREITAS GUIMARAES;CIDADANIA;CIDADANIA / PSC / DEM / PSD / PSDB;Não eleito;CENTRO-OESTE;3598
GO;CAÇU;Prefeito;28;CLARITO PEREIRA DA SILVA;PRTB;PODE / PRTB;Não eleito;CENTRO-OESTE;121
GO;CAÇU;Prefeito;51;GISMAR RITA DA SILVA;PATRIOTA;PATRIOTA;Não eleito;CENTRO-OESTE;770
GO;CERES;Prefeito;11;RAFAELL DIAS MELO;PP;PP / PL / PSDB / MDB / SOLIDARIEDADE / PV / PC do B;Não eleito;CENTRO-OESTE;6051
GO;CERES;Prefeito;23;EDMARIO DE CASTRO BARBOSA;CIDADANIA;PTB / PODE / PSD / PDT / PSL / DEM / CIDADANIA / PSB;Eleito;CENTRO-OESTE;6347
GO;CEZARINA;Prefeito;19;PAULO ROBERTO BARBOSA SILVA;PODE;PODE;Não eleito;CENTRO-OESTE;732
GO;CEZARINA;Prefeito;20;SERGIO FRANCISCO DA MATA;PSC;PSC;Não eleito;CENTRO-OESTE;138
GO;CEZARINA;Prefeito;25;VALTENIR GONÇALVES DA SILVA;DEM;DEM / CIDADANIA;Eleito;CENTRO-OESTE;2354
GO;CEZARINA;Prefeito;28;ALBERTO PAULO CORDEIRO;PRTB;PRTB;Não eleito;CENTRO-OESTE;198
GO;CHAPADÃO DO CÉU;Prefeito;25;EDUARDO PAGNONCELLI PEIXOTO;DEM;MDB / DEM;Eleito;CENTRO-OESTE;3514
GO;CHAPADÃO DO CÉU;Prefeito;40;ALCIDES DE SÁ SOARES;PSB;SOLIDARIEDADE / PSB / PT / PP / PRTB;Não eleito;CENTRO-OESTE;2529
GO;CIDADE OCIDENTAL;Prefeito;11;FÁBIO CORREA DE OLIVEIRA;PP;PSC / DEM / DC / REPUBLICANOS / PSDB / PC do B / PP / PODE;Eleito;CENTRO-OESTE;15127
GO;CIDADE OCIDENTAL;Prefeito;13;KEDMA KAREN DA SILVA;PT;PT;Não eleito;CENTRO-OESTE;1033
GO;CIDADE OCIDENTAL;Prefeito;15;ALEX JOSÉ BATISTA;MDB;MDB / PSB / PRTB / SOLIDARIEDADE / PL / REDE / PTC;Não eleito;CENTRO-OESTE;9043
GO;CIDADE OCIDENTAL;Prefeito;55;RODOLFO VALENTE LIMA;PSD;PV / PTB / PDT / PSD;Não eleito;CENTRO-OESTE;3467
GO;COCALZINHO DE GOIÁS;Prefeito;14;SULEYMMAN SANTHARA PAIVA ARAÚJO;PTB;PTB;Não eleito;CENTRO-OESTE;669
GO;COCALZINHO DE GOIÁS;Prefeito;19;ALADIR FERREIRA DE FARIAS;PODE;PODE;Não eleito;CENTRO-OESTE;397
GO;COCALZINHO DE GOIÁS;Prefeito;23;DJAIR PEREIRA DA COSTA;CIDADANIA;CIDADANIA / PSDB;Não eleito;CENTRO-OESTE;1638
GO;COCALZINHO DE GOIÁS;Prefeito;25;ALAIR RABELO NETO;DEM;PL / PSD / DEM;Eleito;CENTRO-OESTE;4722
GO;COCALZINHO DE GOIÁS;Prefeito;36;WILMAR NOEL DA CRUZ MONTES;PTC;PTC / PSL;Não eleito;CENTRO-OESTE;3459
GO;COCALZINHO DE GOIÁS;Prefeito;90;JOSE RAIMUNDO LOPES DE SOUZA;PROS;PROS;Não eleito;CENTRO-OESTE;466
GO;COLINAS DO SUL;Prefeito;11;FERNANDO PAULINO DA SILVA;PP;PP / PSL / PSD;Eleito;CENTRO-OESTE;1614
GO;COLINAS DO SUL;Prefeito;40;DARLENE HEIDE PASSOS;PSB;PL / PSB / PTB / PT / PDT;Não eleito;CENTRO-OESTE;1059
GO;COLINAS DO SUL;Prefeito;90;GERALDO JOSE FERREIRA;PROS;PROS;Não eleito;CENTRO-OESTE;79
GO;CORUMBAÍBA;Prefeito;11;WISNER ARAÚJO DE ALMEIDA;PP;CIDADANIA / PP / DEM;Não eleito;CENTRO-OESTE;2654
GO;CORUMBAÍBA;Prefeito;19;SEBASTIÃO RODRIGUES GOMES FILHO;PODE;MDB / PSL / PODE / PT / PL / PSD / PDT;Eleito;CENTRO-OESTE;3001
GO;CORUMBÁ DE GOIÁS;Prefeito;13;JAIRO RODRIGUES PEREIRA;PT;PT;Não eleito;CENTRO-OESTE;207
GO;CORUMBÁ DE GOIÁS;Prefeito;22;FRANCISCO ALESSANDRO FERNANDES;PL;PL / PSD / PODE;Eleito;CENTRO-OESTE;1993
GO;CORUMBÁ DE GOIÁS;Prefeito;25;ANTONIO MARTINS DE QUEIROZ;DEM;DEM / CIDADANIA / PTC;Não eleito;CENTRO-OESTE;1873
GO;CORUMBÁ DE GOIÁS;Prefeito;33;EMILIO DE PAIVA JACINTO;PMN;PTB / PMN / AVANTE;Não eleito;CENTRO-OESTE;1609
GO;CRISTALINA;Prefeito;15;VANDERLEI BENATTI DA SILVA;MDB;MDB;Não eleito;CENTRO-OESTE;87
GO;CRISTALINA;Prefeito;19;LUIZ CARLOS ATTIÉ;PODE;PODE / PSL / PV;Não eleito;CENTRO-OESTE;3105
GO;CRISTALINA;Prefeito;20;OSÓRIO FERNANDO DE SOUSA;PSC;PATRIOTA / PSC / PMN / PTC / PSDB / PMB;Não eleito;CENTRO-OESTE;6466
GO;CRISTALINA;Prefeito;25;DANIEL SABINO VAZ;DEM;SOLIDARIEDADE / PL / CIDADANIA / PSB / PP / PC do B / DEM / AVANTE / REPUBLICANOS;Eleito;CENTRO-OESTE;9902
GO;CRISTALINA;Prefeito;55;OLIVAR CAETANO DE SOUZA;PSD;PSD;Não eleito;CENTRO-OESTE;382
GO;CRISTALINA;Prefeito;90;JANETE BELÉM OLIVEIRA DE ANDRADE;PROS;PROS / DC;Não eleito;CENTRO-OESTE;2082
GO;CRISTIANÓPOLIS;Prefeito;10;IRIS AURÉLIO BORGES DIAS;REPUBLICANOS;REPUBLICANOS / CIDADANIA;Não eleito;CENTRO-OESTE;973
GO;CRISTIANÓPOLIS;Prefeito;25;JULIANA IZABEL DE PAULA COSTA;DEM;PDT / MDB / PP / DEM / PSL / PSB;Eleito;CENTRO-OESTE;1770
GO;CRISTIANÓPOLIS;Prefeito;55;RODRIGO DE TOLEDO ACHCAR;PSD;PSD / PROS / PODE / PSC;Não eleito;CENTRO-OESTE;549
GO;CRIXÁS;Prefeito;15;ALLAN PAES XAVIER;MDB;MDB / PSDB;Não eleito;CENTRO-OESTE;4063
GO;CRIXÁS;Prefeito;22;PLÍNIO LUÍS NUNES DE PAIVA;PL;PL / PSB;Não eleito;CENTRO-OESTE;1307
GO;CRIXÁS;Prefeito;23;CARLOS SEIXO DE BRITO JUNIOR;CIDADANIA;CIDADANIA / PSD / PC do B / PTB / PT;Eleito;CENTRO-OESTE;4077
GO;CRIXÁS;Prefeito;25;WILLIAN XAVIER MACHADO;DEM;DEM;Não eleito;CENTRO-OESTE;106
GO;CROMÍNIA;Prefeito;15;ANTONIO MATIAS PEREIRA;MDB;MDB / DEM;Não eleito;CENTRO-OESTE;899
GO;CROMÍNIA;Prefeito;45;GILVANDER ALVES PEREIRA;PSDB;PSDB / PSD / PATRIOTA;Eleito;CENTRO-OESTE;2175
GO;CUMARI;Prefeito;11;DONIZETE APARECIDO DA SILVA;PP;PP;Não eleito;CENTRO-OESTE;214
GO;CUMARI;Prefeito;12;JOÃO BATISTA DAVI RIOS;PDT;PDT;Eleito;CENTRO-OESTE;1899
GO;CÓRREGO DO OURO;Prefeito;11;MURILO CESAR DA SILVA;PP;PP / CIDADANIA;Eleito;CENTRO-OESTE;1486
GO;CÓRREGO DO OURO;Prefeito;12;OSWALDO BATISTA POFAHL;PDT;PDT / DEM;Não eleito;CENTRO-OESTE;1006
