sg_uf;nm_municipio;ds_cargo;nr_candidato;nm_candidato;sg_partido;ds_composicao_coligacao;ds_sit_tot_turno;nm_regiao;qt_votos_nom_validos
GO;DAMIANÓPOLIS;Prefeito;12;ANDREIA LINS DEPOLLO;PDT;PTB / PSL / PDT;Eleito;CENTRO-OESTE;1739
GO;DAMIANÓPOLIS;Prefeito;25;MARQUES ALVES PORTO;DEM;DEM;Não eleito;CENTRO-OESTE;1591
GO;DAMOLÂNDIA;Prefeito;15;AMERICO OSORIO DOS SANTOS E SILVA;MDB;MDB / PSL / DEM / PSB;Não eleito;CENTRO-OESTE;1264
GO;DAMOLÂNDIA;Prefeito;45;ROGÉRIO LABANCA NETO;PSDB;PSDB / PP;Eleito;CENTRO-OESTE;1756
GO;DAVINÓPOLIS;Prefeito;19;DIOGO ROSA NUNES;PODE;PODE / PT / PSB / PP;Eleito;CENTRO-OESTE;2217
GO;DIORAMA;Prefeito;11;SEVERINO ANAILSON SOBRINHO;PP;PP / PSB;Não eleito;CENTRO-OESTE;32
GO;DIORAMA;Prefeito;12;VALERIA FERREIRA DOS SANTOS;PDT;PDT / MDB;Não eleito;CENTRO-OESTE;866
GO;DIORAMA;Prefeito;25;ALTAMIRO JOSE DE LIMA;DEM;DEM;Eleito;CENTRO-OESTE;1057
GO;DIVINÓPOLIS DE GOIÁS;Prefeito;10;CHARLEY RODRIGUES TOLENTINO;REPUBLICANOS;REPUBLICANOS / PDT / PSD / PMB / PSB / AVANTE;Eleito;CENTRO-OESTE;1747
GO;DIVINÓPOLIS DE GOIÁS;Prefeito;19;DALGOBERTO WELDON NOGUEIRA NEVES;PODE;PSL / PODE / DC / PTC;Não eleito;CENTRO-OESTE;495
GO;DIVINÓPOLIS DE GOIÁS;Prefeito;23;ISTEINER ABREU ALVES DE OLIVEIRA;CIDADANIA;DEM / MDB / PL / CIDADANIA;Não eleito;CENTRO-OESTE;1690
GO;DOVERLÂNDIA;Prefeito;10;GENILVA KATIA RODRIGUES DE ASSIS;REPUBLICANOS;REPUBLICANOS / PDT / PT / DEM / CIDADANIA / PSDB;Eleito;CENTRO-OESTE;2481
GO;DOVERLÂNDIA;Prefeito;15;AMILCAR MACHADO PEREIRA JUNIOR;MDB;MDB / PSD / PP;Não eleito;CENTRO-OESTE;2237
GO;DOVERLÂNDIA;Prefeito;22;GASPAR ALVES DE SOUZA;PL;PL;Não eleito;CENTRO-OESTE;98
GO;EDEALINA;Prefeito;17;WINICIUS ARANTES DE MIRANDA;PSL;PSL / PATRIOTA / PODE;Não eleito;CENTRO-OESTE;1334
GO;EDEALINA;Prefeito;25;DOLORES CRISTINA LEANDRO NEVES;DEM;MDB / DEM;Eleito;CENTRO-OESTE;1792
GO;EDÉIA;Prefeito;12;FRANCISCO DE ASSIS MENDES;PDT;PP / PROS / PDT / PSDB;Não eleito;CENTRO-OESTE;1274
GO;EDÉIA;Prefeito;15;THIAGO SOUZA BORGES;MDB;PSD / MDB;Não eleito;CENTRO-OESTE;1665
GO;EDÉIA;Prefeito;25;JOSE WAGNER NEVES DE ANDRADE;DEM;DEM / CIDADANIA;Eleito;CENTRO-OESTE;4127
GO;ESTRELA DO NORTE;Prefeito;15;EDMAR DE ASSIS SILVA;MDB;MDB / PL / PSDB;Eleito;CENTRO-OESTE;1864
GO;ESTRELA DO NORTE;Prefeito;25;ZEDIMILTON FERREIRA DA SILVA;DEM;PDT / DEM;Não eleito;CENTRO-OESTE;589
GO;FAINA;Prefeito;12;PAULO ROBERTO VIEIRA;PDT;PROS / PDT / PP / DEM;Eleito;CENTRO-OESTE;2798
GO;FAINA;Prefeito;20;CREONIR BORGES DE OLIVEIRA;PSC;PSD / PSC / MDB;Não eleito;CENTRO-OESTE;2238
GO;FAZENDA NOVA;Prefeito;23;MARCUS VINICIUS AZEREDO COSTA;CIDADANIA;PSL / CIDADANIA / PP;Eleito;CENTRO-OESTE;2091
GO;FAZENDA NOVA;Prefeito;25;ISMAEL MARTINS NETO;DEM;DEM / PODE;Não eleito;CENTRO-OESTE;1647
GO;FAZENDA NOVA;Prefeito;55;EDUARDO JESUS DE MOURA;PSD;PTB / PSD;Não eleito;CENTRO-OESTE;604
GO;FIRMINÓPOLIS;Prefeito;11;JORGE JOSE DE SOUZA;PP;PP;Não eleito;CENTRO-OESTE;1444
GO;FIRMINÓPOLIS;Prefeito;15;LEONARDO DE OLIVEIRA BRITO;MDB;MDB / PSC;Não eleito;CENTRO-OESTE;2134
GO;FIRMINÓPOLIS;Prefeito;25;JOSE AIRTON DE OLIVEIRA;DEM;DEM / CIDADANIA;Eleito;CENTRO-OESTE;2873
GO;FLORES DE GOIÁS;Prefeito;19;VALDEMIR RODRIGUES DE MORAIS;PODE;PDT / PODE / PSC / PSB / PT;Não eleito;CENTRO-OESTE;2049
GO;FLORES DE GOIÁS;Prefeito;22;JADIEL FERREIRA DE OLIVEIRA;PL;PL / PRTB;Não eleito;CENTRO-OESTE;1172
GO;FLORES DE GOIÁS;Prefeito;25;ALTRAN LOPES AVELAR NERY;DEM;DEM / PSL / PROS;Eleito;CENTRO-OESTE;2078
GO;FORMOSA;Prefeito;11;PAULO ROBERTO DE ARAUJO;PP;PSDB / PP / PSD;Não eleito;CENTRO-OESTE;5040
GO;FORMOSA;Prefeito;12;NATANAEL CAETANO DO NASCIMENTO;PDT;PDT;Não eleito;CENTRO-OESTE;1088
GO;FORMOSA;Prefeito;13;JORGE CÉSAR DOS ANJOS ANTONINI;PT;PT;Não eleito;CENTRO-OESTE;1462
GO;FORMOSA;Prefeito;19;GUSTAVO MARQUES DE OLIVEIRA;PODE;DEM / PATRIOTA / PTB / PROS / PSC / PODE / DC;Eleito;CENTRO-OESTE;18158
GO;FORMOSA;Prefeito;28;CICERO ALVES JACINTO;PRTB;PRTB;Não eleito;CENTRO-OESTE;2136
GO;FORMOSA;Prefeito;70;WENNER PATRICK DE SOUSA;AVANTE;AVANTE / REPUBLICANOS / PV / CIDADANIA / PSB;Não eleito;CENTRO-OESTE;7189
GO;FORMOSA;Prefeito;77;HERNANY BUENO DE ARAUJO;SOLIDARIEDADE;SOLIDARIEDADE / PSL;Não eleito;CENTRO-OESTE;13381
GO;FORMOSO;Prefeito;25;HALISON MACEDO DOS SANTOS;DEM;PSC / PODE / DEM;Eleito;CENTRO-OESTE;1945
GO;FORMOSO;Prefeito;45;ALESSANDRA SOUZA CARVALHO ROSA;PSDB;MDB / PSDB / PDT;Não eleito;CENTRO-OESTE;1904
GO;GAMELEIRA DE GOIÁS;Prefeito;22;GILBERTO GALDINO DE SOUZA;PL;PDT / PL / PROS / PTC;Não eleito;CENTRO-OESTE;1294
GO;GAMELEIRA DE GOIÁS;Prefeito;25;WILSON TAVARES DE SOUSA JUNIOR;DEM;DEM / REPUBLICANOS / PSL;Eleito;CENTRO-OESTE;1341
GO;GOIANDIRA;Prefeito;15;ERICK MARCUS DOS REIS E CRUZ;MDB;MDB;Não eleito;CENTRO-OESTE;868
GO;GOIANDIRA;Prefeito;25;ALLISSON HENRIQUE BARBOSA PEIXOTO;DEM;DEM / PDT;Eleito;CENTRO-OESTE;2433
GO;GOIANIRA;Prefeito;12;MARCOS ANTONIO DE PAULA;PDT;PDT;Não eleito;CENTRO-OESTE;545
GO;GOIANIRA;Prefeito;17;ELIAS MORAES DE SOUZA;PSL;PSD / PSL;Não eleito;CENTRO-OESTE;2954
GO;GOIANIRA;Prefeito;40;ANTONIO LOPES JUNIOR;PSB;PSB / CIDADANIA / DEM;Não eleito;CENTRO-OESTE;3178
GO;GOIANIRA;Prefeito;45;CARLOS ALBERTO ANDRADE OLIVEIRA;PSDB;PC do B / PSC / REPUBLICANOS / PODE / PSDB / SOLIDARIEDADE / PROS / PP;Eleito;CENTRO-OESTE;17280
GO;GOIANÁPOLIS;Prefeito;11;MARCIO POLO DE CASTRO;PP;PP / PSB / PSC / PSDB;Não eleito;CENTRO-OESTE;3086
GO;GOIANÁPOLIS;Prefeito;12;MARCIO CARDOSO DA SILVA;PDT;PDT / PROS;Não eleito;CENTRO-OESTE;87
GO;GOIANÁPOLIS;Prefeito;22;FATIMA MUSA ALI MUHD YASIN;PL;PL;Não eleito;CENTRO-OESTE;236
GO;GOIANÁPOLIS;Prefeito;23;JEOVA LEITE CARDOSO;CIDADANIA;MDB / CIDADANIA;Eleito;CENTRO-OESTE;3484
GO;GOIANÁPOLIS;Prefeito;25;ISRAEL MARIANO DE AZEVEDO;DEM;PTB / DEM / PATRIOTA;Não eleito;CENTRO-OESTE;548
GO;GOIANÁPOLIS;Prefeito;55;MARCOS WINICIUS BOAVENTURA MOREIRA;PSD;PODE / PSD;Não eleito;CENTRO-OESTE;778
GO;GOIANÉSIA;Prefeito;11;EMERSON ALVES DE LIMA;PP;PP;Não eleito;CENTRO-OESTE;4149
GO;GOIANÉSIA;Prefeito;13;CARLOS ALBERTO SILVA;PT;PT;Não eleito;CENTRO-OESTE;471
GO;GOIANÉSIA;Prefeito;15;PEDRO ANTONIO DE OLIVEIRA GONÇALVES;MDB;PV / PDT / PSL / PSD / MDB / PSDB / PTC;Não eleito;CENTRO-OESTE;16803
GO;GOIANÉSIA;Prefeito;25;LEONARDO SILVA MENEZES;DEM;PTB / DEM / REPUBLICANOS / PATRIOTA / PODE;Eleito;CENTRO-OESTE;17646
GO;GOIANÉSIA;Prefeito;65;JORDENI ASSIS DA SILVA;PC do B;PC do B;Não eleito;CENTRO-OESTE;127
GO;GOIATUBA;Prefeito;11;JOSE ALVES VIEIRA;PP;PP / PDT / DEM / PSB / REPUBLICANOS;Eleito;CENTRO-OESTE;11104
GO;GOIATUBA;Prefeito;23;REINALDO CÂNDIDO DA SILVA;CIDADANIA;PL / PTC / MDB / PSC / CIDADANIA / PT;Não eleito;CENTRO-OESTE;4684
GO;GOIATUBA;Prefeito;45;RICARDO MARQUES VIEIRA;PSDB;PSDB / PRTB;Não eleito;CENTRO-OESTE;232
GO;GOIATUBA;Prefeito;55;GABRIEL DA SILVA FALEIROS;PSD;PATRIOTA / PSD / PODE;Não eleito;CENTRO-OESTE;3325
GO;GOIATUBA;Prefeito;90;JOÃO BATISTA DE OLIVEIRA;PROS;PROS;Não eleito;CENTRO-OESTE;217
GO;GOIÁS;Prefeito;13;ADERSON LIBERATO GOUVEA;PT;SOLIDARIEDADE / PSDB / PP / PT;Eleito;CENTRO-OESTE;4176
GO;GOIÁS;Prefeito;15;ABNER DE CASTRO CURADO;MDB;MDB / PODE / CIDADANIA / PSB;Não eleito;CENTRO-OESTE;2563
GO;GOIÁS;Prefeito;17;JOAQUIM GONÇALVES PACHECO;PSL;PSL;Não eleito;CENTRO-OESTE;96
GO;GOIÁS;Prefeito;20;COSMO CESAR DOS SANTOS;PSC;PSC / PROS / PV / PRTB;Não eleito;CENTRO-OESTE;3920
GO;GOIÁS;Prefeito;55;JOAQUIM CRAVEIRO CURADO;PSD;PSD;Não eleito;CENTRO-OESTE;87
GO;GOIÁS;Prefeito;70;ELBER CARLOS SILVA;AVANTE;AVANTE / DEM / PMN;Não eleito;CENTRO-OESTE;3095
GO;GOIÂNIA;Prefeito;13;ADRIANA SAUTHIER ACCORSI;PT;PT;Não eleito;CENTRO-OESTE;80715
GO;GOIÂNIA;Prefeito;15;LUIZ ALBERTO MAGUITO VILELA;MDB;PMB / PTC / PATRIOTA / MDB / REPUBLICANOS / PC do B / PL;2º turno;CENTRO-OESTE;217194
GO;GOIÂNIA;Prefeito;17;JUNIO ALVES ARAUJO;PSL;PSL;Não eleito;CENTRO-OESTE;20395
GO;GOIÂNIA;Prefeito;21;ANTÔNIO VIEIRA NETO;PCB;PCB;Não eleito;CENTRO-OESTE;344
GO;GOIÂNIA;Prefeito;23;VIRMONDES BORGES CRUVINEL FILHO;CIDADANIA;CIDADANIA;Não eleito;CENTRO-OESTE;9845
GO;GOIÂNIA;Prefeito;27;GUSTAVO GAYER MACHADO DE ARAUJO;DC;DC;Não eleito;CENTRO-OESTE;45928
GO;GOIÂNIA;Prefeito;40;ELIAS VAZ DE ANDRADE;PSB;PDT / REDE / PSB;Não eleito;CENTRO-OESTE;24626
GO;GOIÂNIA;Prefeito;43;CRISTIANO DE MORAES CUNHA;PV;PV;Não eleito;CENTRO-OESTE;1364
GO;GOIÂNIA;Prefeito;45;TALLES ALVES BARRETO;PSDB;PSDB;Não eleito;CENTRO-OESTE;5689
GO;GOIÂNIA;Prefeito;50;HEMANUELLE DI LARA SIQUEIRA JACOB;PSOL;PSOL;Não eleito;CENTRO-OESTE;4639
GO;GOIÂNIA;Prefeito;55;VANDERLAN VIEIRA CARDOSO;PSD;PSD / PTB / PSC / PP / PMN / AVANTE / DEM;2º turno;CENTRO-OESTE;148739
GO;GOIÂNIA;Prefeito;77;ALYSSON FRANCISCO DE LIMA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;CENTRO-OESTE;16644
GO;GOIÂNIA;Prefeito;80;FABIO ANTONIO DE OLIVEIRA JUNIOR;UP;UP;Não eleito;CENTRO-OESTE;1052
GO;GOIÂNIA;Prefeito;90;SAMUEL GUILSIMAR ALMEIDA;PROS;PRTB / PODE / PROS;Não eleito;CENTRO-OESTE;7383
GO;GOUVELÂNDIA;Prefeito;12;FAUSTO CAIADO BARBOSA;PDT;PDT / DEM;Eleito;CENTRO-OESTE;1827
GO;GOUVELÂNDIA;Prefeito;15;EURIPEDES MOREIRA DA SILVA;MDB;PP / MDB;Não eleito;CENTRO-OESTE;1258
GO;GUAPÓ;Prefeito;25;LUIZ JUVENCIO DE OLIVEIRA;DEM;PT / DEM / PODE;Não eleito;CENTRO-OESTE;2821
GO;GUAPÓ;Prefeito;45;COLEMAR CARDOSO DE QUEIROZ;PSDB;PSDB / PSD / PP / PSB;Eleito;CENTRO-OESTE;3629
GO;GUAPÓ;Prefeito;77;NILZA MARIA BARBOSA;SOLIDARIEDADE;PSC / PSL / SOLIDARIEDADE;Não eleito;CENTRO-OESTE;3234
GO;GUARANI DE GOIÁS;Prefeito;15;JANÉZIO PEREIRA DA SILVA;MDB;MDB / PTB / PDT / DEM;Eleito;CENTRO-OESTE;2027
GO;GUARANI DE GOIÁS;Prefeito;19;WALEX GUEDES FERREIRA DE MACÊDO;PODE;PODE / PSD / SOLIDARIEDADE;Não eleito;CENTRO-OESTE;1408
GO;GUARAÍTA;Prefeito;11;ADNA FERREIRA DE ALMEIDA MARTINS;PP;PP / PSC / DEM / REPUBLICANOS;Eleito;CENTRO-OESTE;1289
GO;GUARAÍTA;Prefeito;77;CLAUDIONOR RODRIGUES COELHO;SOLIDARIEDADE;SOLIDARIEDADE / PDT;Não eleito;CENTRO-OESTE;1040
GO;GUARINOS;Prefeito;22;JOSÉ ANTÔNIO DA SILVA;PL;CIDADANIA / PL;Eleito;CENTRO-OESTE;1338
GO;GUARINOS;Prefeito;25;MIILHER NEVES SILVA;DEM;DEM;Não eleito;CENTRO-OESTE;798
GO;HEITORAÍ;Prefeito;11;LUCIO PIRES DOS SANTOS;PP;PSL / PP;Eleito;CENTRO-OESTE;1978
GO;HEITORAÍ;Prefeito;13;JOSE PEREIRA JARDIM ZE JARDIM;PT;PT;Não eleito;CENTRO-OESTE;24
GO;HEITORAÍ;Prefeito;25;ADELCIDES JOAQUIM SANTANA FILHO;DEM;DEM / PROS;Não eleito;CENTRO-OESTE;1462
GO;HIDROLINA;Prefeito;11;EDSON TEODORO DE AMARAL;PP;PP;Não eleito;CENTRO-OESTE;1523
GO;HIDROLINA;Prefeito;15;ELI GONÇALVES SIQUEIRA;MDB;MDB / PODE;Eleito;CENTRO-OESTE;1734
GO;HIDROLINA;Prefeito;25;JOSE PAULO OLIVEIRA ALVES MOURA;DEM;DEM;Não eleito;CENTRO-OESTE;9
GO;HIDROLÂNDIA;Prefeito;11;FERNANDO GUEDES PEREIRA;PP;PSDB / PSD / PP;Não eleito;CENTRO-OESTE;1574
GO;HIDROLÂNDIA;Prefeito;13;KELLY CRISTINA GONÇALVES;PT;PT;Não eleito;CENTRO-OESTE;184
GO;HIDROLÂNDIA;Prefeito;15;BRUNO CESAR RUFINO DE SIQUEIRA;MDB;REPUBLICANOS / PATRIOTA / PSL / MDB;Não eleito;CENTRO-OESTE;3208
GO;HIDROLÂNDIA;Prefeito;25;JOSÉ DÉLIO ALVES JÚNIOR;DEM;PODE / PSC / CIDADANIA / DEM / PRTB / SOLIDARIEDADE;Eleito;CENTRO-OESTE;8467
GO;IACIARA;Prefeito;13;MARGONZAGUE SAMPAIO;PT;PSL / CIDADANIA / PT;Não eleito;CENTRO-OESTE;1491
GO;IACIARA;Prefeito;22;HAICER SEBASTIÃO PEREIRA LIMA;PL;PL / SOLIDARIEDADE / PDT;Eleito;CENTRO-OESTE;4109
GO;IACIARA;Prefeito;28;CARLOS CESAR BATISTA DE SOUZA;PRTB;PRTB;Não eleito;CENTRO-OESTE;374
GO;INACIOLÂNDIA;Prefeito;15;FRANCISCO ANTONIO CASTILHO;MDB;MDB / PP;Não eleito;CENTRO-OESTE;1634
GO;INACIOLÂNDIA;Prefeito;28;CLÁUDIO HENRIQUE CAIXETA;PRTB;DEM / PRTB;Eleito;CENTRO-OESTE;2118
GO;INDIARA;Prefeito;25;DIVINO MARQUES DE SOUSA;DEM;DEM / PMN / PSB;Eleito;CENTRO-OESTE;5881
GO;INDIARA;Prefeito;45;CLAYTON TELES DE MELO;PSDB;PSDB;Não eleito;CENTRO-OESTE;2028
GO;INHUMAS;Prefeito;23;AMÉLIO REIS RABELO JÁCOMO;CIDADANIA;REPUBLICANOS / CIDADANIA / PSL;Não eleito;CENTRO-OESTE;5833
GO;INHUMAS;Prefeito;25;ROGÉRIO PALMEIRA ESSADO;DEM;PODE / PDT / PSC / DEM / PTB;Não eleito;CENTRO-OESTE;4397
GO;INHUMAS;Prefeito;55;JOAO ANTONIO FERREIRA;PSD;PRTB / PP / PTC / PV / PSD / PSB / PL;Eleito;CENTRO-OESTE;16768
GO;IPAMERI;Prefeito;15;LUDMILA DE QUEIROZ COZAC ROOS MACHADO;MDB;PSB / PSD / SOLIDARIEDADE / MDB / PSC / PRTB;Não eleito;CENTRO-OESTE;4647
GO;IPAMERI;Prefeito;19;JANIO PACHECO;PODE;REPUBLICANOS / PP / PDT / PSDB / PODE / PC do B;Eleito;CENTRO-OESTE;5027
GO;IPAMERI;Prefeito;25;BARTOLOMEU HONORIO DO NASCIMENTO;DEM;CIDADANIA / AVANTE / DEM / PROS / PTB;Não eleito;CENTRO-OESTE;3469
GO;IPAMERI;Prefeito;51;WELLINGTON RODRIGUES PEIXOTO;PATRIOTA;PSL / PATRIOTA;Não eleito;CENTRO-OESTE;1441
GO;IPIRANGA DE GOIÁS;Prefeito;25;BALTAZAR LUIZ DA SILVA;DEM;PDT / DEM;Não eleito;CENTRO-OESTE;1125
GO;IPIRANGA DE GOIÁS;Prefeito;55;ALEX DE QUEIROZ;PSD;PSD / PSDB / PL;Eleito;CENTRO-OESTE;1563
GO;IPORÁ;Prefeito;15;JOAO BATISTA ALVES;MDB;MDB / PT;Não eleito;CENTRO-OESTE;4514
GO;IPORÁ;Prefeito;23;DANILO GLEIC ALVES DOS SANTOS;CIDADANIA;DC / CIDADANIA / PODE / PC do B / AVANTE;Não eleito;CENTRO-OESTE;1727
GO;IPORÁ;Prefeito;25;AMARILDO MARTINS MARIANO;DEM;DEM / PDT / PL;Não eleito;CENTRO-OESTE;2370
GO;IPORÁ;Prefeito;45;NAÇOITAN ARAUJO LEITE;PSDB;PSDB / PTB / PP / PSL;Eleito;CENTRO-OESTE;6017
GO;IPORÁ;Prefeito;50;MANOEL BARBOSA GONCALVES;PSOL;PSOL;Não eleito;CENTRO-OESTE;164
GO;IPORÁ;Prefeito;51;LEONARDO CESAR LIMA ARAUJO;PATRIOTA;PRTB / PATRIOTA;Não eleito;CENTRO-OESTE;3120
GO;ISRAELÂNDIA;Prefeito;20;ADELÍCIA MOURA DA COSTA;PSC;PSC;Eleito;CENTRO-OESTE;1229
GO;ISRAELÂNDIA;Prefeito;25;MIRIÃ PIRES BARBOSA SOUZA DANTAS;DEM;PDT / CIDADANIA / DEM;Não eleito;CENTRO-OESTE;1162
GO;ITABERAÍ;Prefeito;20;JANAYNA WOLLP DA SILVA LUCIO;PSC;PRTB / PSC / PL / PODE / PSL / REPUBLICANOS / PSDB;Não eleito;CENTRO-OESTE;7572
GO;ITABERAÍ;Prefeito;40;RITA DE CASSIA SOARES MENDONÇA;PSB;PSB / PTB / PDT / CIDADANIA / PP / DEM;Eleito;CENTRO-OESTE;13999
GO;ITABERAÍ;Prefeito;51;WAGNER RIBEIRO DA SILVA;PATRIOTA;PATRIOTA;Não eleito;CENTRO-OESTE;443
GO;ITABERAÍ;Prefeito;55;RICARDO CALIL FONSECA;PSD;PSD;Não eleito;CENTRO-OESTE;612
GO;ITAGUARI;Prefeito;11;ALEX PAULO COUTINHO;PP;PP;Não eleito;CENTRO-OESTE;1935
GO;ITAGUARI;Prefeito;12;ADELINO SOUZA AQUINO;PDT;PDT / DEM / PSDB;Eleito;CENTRO-OESTE;2144
GO;ITAGUARI;Prefeito;13;WELTON DIVINO DAS DORES DE SOUSA;PT;PT / PC do B;Não eleito;CENTRO-OESTE;44
GO;ITAGUARU;Prefeito;11;EURIPEDES RIBEIRO DOS PASSOS;PP;PSDB / PP / MDB;Não eleito;CENTRO-OESTE;1936
GO;ITAGUARU;Prefeito;14;EDILSON FILGUEIRA DA SILVA;PTB;PDT / PSD / PTB / PROS;Eleito;CENTRO-OESTE;2368
GO;ITAGUARU;Prefeito;17;CLEIDISON CARVALHO DE OLIVEIRA;PSL;PSL;Não eleito;CENTRO-OESTE;50
GO;ITAGUARU;Prefeito;23;MARCLEY JANIO GALDINO REIS;CIDADANIA;CIDADANIA;Não eleito;CENTRO-OESTE;39
GO;ITAJÁ;Prefeito;15;SEBASTIÃO DE FREITAS NETO;MDB;MDB / PP;Não eleito;CENTRO-OESTE;1471
GO;ITAJÁ;Prefeito;25;RENIS CESAR DE OLIVEIRA;DEM;PDT / DEM / PSDB;Eleito;CENTRO-OESTE;1477
GO;ITAPACI;Prefeito;19;GISELE LISBOA ROCHA;PODE;PODE / PATRIOTA;Não eleito;CENTRO-OESTE;199
GO;ITAPACI;Prefeito;22;IRON ALVES MONTEIRO;PL;PL;Não eleito;CENTRO-OESTE;3443
GO;ITAPACI;Prefeito;25;ANDERSON MARTINS PEREIRA;DEM;DEM;Não eleito;CENTRO-OESTE;1355
GO;ITAPACI;Prefeito;45;MARIO JOSE SALLES;PSDB;MDB / PSDB;Eleito;CENTRO-OESTE;5974
GO;ITAPACI;Prefeito;77;ADEDY DE SOUSA ALVES SANTANA;SOLIDARIEDADE;SOLIDARIEDADE;Não eleito;CENTRO-OESTE;326
GO;ITAPIRAPUÃ;Prefeito;19;DJALMA GOMES DA SILVA;PODE;PSDB / PP / PT / PODE / PTC;Não eleito;CENTRO-OESTE;2235
GO;ITAPIRAPUÃ;Prefeito;22;ERIVALDO ALEXANDRE DA SILVA;PL;PL / DEM / PC do B / PROS / PRTB / PDT / PSL / PSD / MDB / CIDADANIA;Eleito;CENTRO-OESTE;3125
GO;ITAPURANGA;Prefeito;11;VALDOMIRO ALBINO MARÇAL MOTA;PP;REPUBLICANOS / PP / PDT / PTB / MDB / PSC / PATRIOTA / SOLIDARIEDADE / PROS;Não eleito;CENTRO-OESTE;6350
GO;ITAPURANGA;Prefeito;13;GERALDO PAULO FERNANDES;PT;PT;Eleito;CENTRO-OESTE;8462
GO;ITAPURANGA;Prefeito;17;MESSIAS DA MOTA PAES NETO;PSL;PSL;Não eleito;CENTRO-OESTE;305
GO;ITAPURANGA;Prefeito;45;DAVES SOARES DA SILVA;PSDB;PSD / PODE / PSDB;Não eleito;CENTRO-OESTE;1287
GO;ITARUMÃ;Prefeito;15;RICARDO FRANCISCO GOULART;MDB;MDB / PSDB / PSB;Eleito;CENTRO-OESTE;2194
GO;ITARUMÃ;Prefeito;25;RODRIGO RODRIGUES BERNARDES PALAZZO;DEM;DEM / PRTB / PSC;Não eleito;CENTRO-OESTE;993
GO;ITARUMÃ;Prefeito;51;FERNANDO RODRIGUES VIEIRA MARTINS;PATRIOTA;PATRIOTA;Não eleito;CENTRO-OESTE;246
GO;ITAUÇU;Prefeito;15;MARCUS VINICIUS RODRIGUES SOUZA LINO;MDB;MDB;Não eleito;CENTRO-OESTE;345
GO;ITAUÇU;Prefeito;25;CLAYTON PEREIRA DE MELO;DEM;DEM / PP / CIDADANIA / AVANTE / PODE / REPUBLICANOS;Eleito;CENTRO-OESTE;2871
GO;ITAUÇU;Prefeito;55;ALEXANDRE HENRIQUE VAZ DA MOTA;PSD;PSD / PSC / PSB / PSDB / PL;Não eleito;CENTRO-OESTE;2601
GO;ITUMBIARA;Prefeito;10;JOSÉ ANTÔNIO DA SILVA NETTO;REPUBLICANOS;PATRIOTA / PC do B / PROS / REPUBLICANOS / PT / PSDB / SOLIDARIEDADE;Não eleito;CENTRO-OESTE;8054
GO;ITUMBIARA;Prefeito;17;RUBENS AUGUSTO NADER;PSL;PSL / PMN / MDB;Não eleito;CENTRO-OESTE;14036
GO;ITUMBIARA;Prefeito;25;DIONE JOSÉ DE ARAUJO;DEM;DEM / PTB / PL / PODE / PSD;Eleito;CENTRO-OESTE;16640
GO;ITUMBIARA;Prefeito;28;ROGÉRIO REZENDE SILVA;PRTB;CIDADANIA / PRTB / PDT / AVANTE / PTC / PSC / PSB;Não eleito;CENTRO-OESTE;11491
GO;IVOLÂNDIA;Prefeito;19;DAVI ELKSON DE MELO;PODE;PTB / PODE / PSC;Não eleito;CENTRO-OESTE;1024
GO;IVOLÂNDIA;Prefeito;25;VALDESSON VIEIRA JUNIOR;DEM;DEM / CIDADANIA / PP / PDT;Eleito;CENTRO-OESTE;1401
GO;JANDAIA;Prefeito;15;MILENA PEREIRA LOPES MOURA;MDB;MDB / DEM;Eleito;CENTRO-OESTE;2443
GO;JANDAIA;Prefeito;40;WALDIR FRANCISCO DE MOURA;PSB;PSB;Não eleito;CENTRO-OESTE;2081
GO;JARAGUÁ;Prefeito;15;AVIMAR TEODORO DE OLIVEIRA JÚNIOR;MDB;MDB / PSL;Não eleito;CENTRO-OESTE;4230
GO;JARAGUÁ;Prefeito;18;BIRACY ANTONIO CAMARGO;REDE;REDE;Não eleito;CENTRO-OESTE;432
GO;JARAGUÁ;Prefeito;25;PAULO VITOR AVELAR;DEM;DEM / PP / PTB / PODE;Eleito;CENTRO-OESTE;10499
GO;JARAGUÁ;Prefeito;55;ZILOMAR ANTONIO DE OLIVEIRA;PSD;REPUBLICANOS / PDT / PL / PSB / PSDB / PSD;Não eleito;CENTRO-OESTE;7868
GO;JATAÍ;Prefeito;13;MARCO ANTONIO GOMES DE CARVALHO;PT;PC do B / PT;Não eleito;CENTRO-OESTE;1661
GO;JATAÍ;Prefeito;15;HUMBERTO DE FREITAS MACHADO;MDB;REPUBLICANOS / PATRIOTA / PSC / PL / PSL / MDB;Eleito;CENTRO-OESTE;23546
GO;JATAÍ;Prefeito;23;FLAVIANE BALDO SCOPEL BARBOSA;CIDADANIA;PP / PSDB / CIDADANIA / SOLIDARIEDADE;Não eleito;CENTRO-OESTE;9133
GO;JATAÍ;Prefeito;27;JOSÉ ANTÔNIO PRADO NUNES CARVALHO;DC;PTB / DEM / PMB / PTC / PSB / PV / AVANTE / PROS / DC;Não eleito;CENTRO-OESTE;2678
GO;JATAÍ;Prefeito;55;LAZARO LUCIANO DI FRANCO LIMA E SOUZA;PSD;PSD / PODE;Não eleito;CENTRO-OESTE;5324
GO;JAUPACI;Prefeito;11;LAERTE DOURADO DOS SANTOS;PP;PP;Eleito;CENTRO-OESTE;1344
